scale,timestamp,add_ms,update_ms,delete_ms,add_cpu,update_cpu,delete_cpu,add_mem,update_mem,delete_mem
75,1764308234794,0.0000,19.0000,55.0000,282.10,278.30,278.30,84.03,82.55,67.14
75,1764308234917,0.0000,31.0000,79.0000,282.80,279.20,313.70,66.86,60.13,58.94
75,1764308235081,1.0000,37.0000,81.0000,313.70,313.70,316.30,60.50,59.88,60.19
75,1764308235251,0.0000,10.0000,30.0000,316.30,316.30,310.30,58.70,58.00,56.22
75,1764308235338,0.0000,28.0000,56.0000,310.30,310.30,300.10,62.56,61.42,60.64
75,1764308235476,0.0000,3.0000,22.0000,300.10,300.10,300.10,58.28,56.80,56.13
75,1764308235547,0.0000,6.0000,26.0000,290.80,245.10,245.10,56.39,61.36,58.80
75,1764308235635,0.0000,17.0000,47.0000,245.10,252.40,243.40,67.22,67.94,66.72
75,1764308235747,0.0000,4.0000,20.0000,243.40,243.40,256.60,65.83,65.83,66.88
75,1764308235816,0.0000,3.0000,22.0000,256.30,256.30,256.30,66.13,64.19,65.22
75,1764308235884,0.0000,29.0000,59.0000,256.30,243.30,243.30,64.41,64.48,61.75
75,1764308236021,0.0000,18.0000,50.0000,243.30,222.50,222.50,61.13,60.16,62.22
75,1764308236136,1.0000,31.0000,66.0000,222.50,238.00,238.00,58.05,57.13,55.83
75,1764308236279,0.0000,8.0000,25.0000,238.00,253.80,253.50,55.91,73.47,73.66
75,1764308236363,0.0000,24.0000,61.0000,253.50,253.50,222.10,72.69,72.69,71.84
75,1764308236494,0.0000,7.0000,23.0000,222.10,222.10,230.40,71.86,71.05,71.08
75,1764308236571,0.0000,17.0000,46.0000,229.70,229.70,229.70,69.75,68.45,67.55
75,1764308236680,0.0000,19.0000,41.0000,221.00,220.80,220.80,66.67,65.73,64.08
75,1764308236787,0.0000,20.0000,55.0000,220.80,207.40,207.40,63.08,63.11,61.06
75,1764308236909,0.0000,19.0000,43.0000,207.40,224.10,224.10,61.23,60.38,60.45
75,1764308237016,0.0000,35.0000,74.0000,224.10,251.50,251.50,59.52,56.98,69.88
75,1764308237179,0.0000,27.0000,65.0000,246.90,210.30,213.70,68.95,64.81,64.25
75,1764308237329,0.0000,7.0000,25.0000,214.40,214.40,214.40,67.48,67.66,64.84
75,1764308237408,0.0000,36.0000,70.0000,214.40,228.50,228.30,65.88,64.97,63.23
75,1764308237567,0.0000,29.0000,71.0000,219.00,219.00,210.40,62.36,61.94,60.88
75,1764308237716,0.0000,24.0000,65.0000,210.40,210.40,249.10,60.09,59.50,56.66
75,1764308237861,1.0000,21.0000,59.0000,249.10,249.10,282.30,62.09,58.25,57.16
75,1764308238000,1.0000,35.0000,67.0000,282.30,283.20,304.30,63.53,61.03,58.42
75,1764308238152,0.0000,17.0000,42.0000,304.30,306.50,306.50,58.14,57.80,63.03
75,1764308238267,1.0000,36.0000,69.0000,306.50,320.80,320.80,60.91,61.44,57.50
75,1764308238425,0.0000,6.0000,30.0000,320.80,256.00,256.00,57.55,64.72,64.75
75,1764308238512,0.0000,14.0000,37.0000,256.00,256.00,247.30,64.81,74.73,72.69
75,1764308238611,0.0000,31.0000,98.0000,247.30,247.30,222.90,72.75,73.06,65.34
75,1764308238788,1.0000,26.0000,63.0000,222.90,297.50,297.50,65.11,62.58,59.45
75,1764308238927,0.0000,9.0000,29.0000,297.50,311.50,311.50,59.33,62.30,59.20
75,1764308239013,0.0000,21.0000,57.0000,311.50,312.60,288.20,63.39,62.44,63.69
